#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2014-01-28,MeteoSwiss,1.1,rene.stubi@meteosuisse.ch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,156,Payerne,CHE

#INSTRUMENT
Name,Model,Number
ECC,2Z,23619

#LOCATION
Latitude,Longitude,Height
46.49,6.57,491

#TIMESTAMP
UTCOffset,Date,Time
00:00:00,2013-08-14,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
275.88,3,314.43,-1.029,323.55,0,DS,Dobson,101
* TotalO3 = Dobson value for Arosa + integratedO3 Payerne to Arosa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
SRS-400,0.049,0.068,27.6,Constant_ib2,pump

#PUMP_CORRECTION
Pressure,Correction
1000.0,1.000
200.0,1.0000
150.0,1.002
100.0,1.007
70.0,1.013
50.0,1.018
30.0,1.029
20.0,1.041
15.0,1.048
10.0,1.066
7.0,1.087
5.0,1.124
3.0,1.240
* [hPa], [mPa],  [oC],[m/s],[Deg],[],[s],[m],   [%],[C]
10.35,7.194,-42.60,9.8,117,0,6069,31428,,13.64
10.28,7.160,-42.03,8.7,119,0,6078,31474,,13.61
10.24,7.117,-41.73,7.7,116,0,6084,31504,,13.60
10.21,7.072,-41.40,7.2,112,0,6087,31522,,13.66
10.16,7.033,-41.59,6.2,103,0,6093,31552,,13.59
10.14,7.004,-41.39,6.2,98,0,6096,31568,,13.56
10.07,6.987,-40.79,6.7,84,0,6105,31612,,13.56
10.02,6.978,-40.54,7.7,79,0,6111,31640,,13.56
10.01,6.970,-40.72,7.7,78,0,6114,31655,,13.55
10.00,6.962,-40.60,7.7,78,1,6115,31661,,13.55
9.99,6.953,-40.49,7.7,78,0,6117,31668,,13.56
9.97,6.946,-40.00,8.2,77,0,6120,31684,,13.53
9.92,6.941,-39.93,8.7,79,0,6126,31716,,13.51
9.90,6.935,-39.77,8.7,82,0,6129,31732,,13.54
9.88,6.931,-39.74,9.3,85,0,6132,31747,,13.52
9.85,6.926,-39.65,9.3,88,0,6135,31762,,13.50
9.83,6.919,-39.34,9.8,91,0,6138,31776,,13.50
9.81,6.909,-39.28,9.8,94,0,6141,31794,,13.49
9.78,6.894,-38.90,10.3,96,0,6144,31807,,13.47
9.74,6.874,-39.22,10.8,103,0,6150,31839,,13.47
9.72,6.845,-39.24,10.8,107,0,6153,31854,,13.48
9.69,6.810,-39.40,10.8,109,0,6156,31870,,13.48
9.68,6.771,-39.65,10.8,111,0,6159,31885,,13.49
9.63,6.730,-39.60,10.8,114,0,6165,31919,,13.47
9.56,6.692,-39.01,10.3,119,0,6174,31967,,13.47
9.53,6.657,-39.04,10.3,120,0,6177,31984,,13.43
9.43,6.628,-39.54,8.7,126,0,6192,32063,,13.43
9.41,6.598,-39.54,8.7,127,0,6195,32079,,13.41
9.34,6.570,-39.28,8.2,126,0,6204,32129,,13.42
9.32,6.543,-39.28,8.2,124,0,6207,32145,,13.41
9.25,6.519,-39.11,7.7,115,0,6216,32194,,13.37
9.23,6.494,-39.03,7.7,112,0,6219,32210,,13.35
9.21,6.468,-38.81,7.2,110,0,6222,32225,,13.37
9.17,6.443,-38.39,7.7,107,0,6228,32255,,13.39
9.10,6.414,-37.76,9.3,108,0,6237,32305,,13.37
9.08,6.376,-37.86,9.3,109,0,6240,32322,,13.35
9.06,6.334,-38.02,9.8,110,0,6243,32338,,13.37
8.89,6.297,-38.20,9.8,126,0,6270,32465,,13.30
8.85,6.259,-38.04,9.8,129,0,6276,32497,,13.30
8.77,6.230,-38.25,9.3,121,0,6288,32555,,13.28
8.76,6.204,-37.97,9.3,118,0,6291,32570,,13.28
8.74,6.183,-37.70,8.7,115,0,6294,32584,,13.27
8.72,6.160,-38.07,8.7,113,0,6297,32598,,13.24
8.69,6.139,-37.99,8.7,110,0,6300,32615,,13.26
8.63,6.120,-37.96,8.7,92,0,6312,32674,,13.24
8.59,6.102,-37.65,8.7,87,0,6318,32704,,13.22
8.57,6.086,-37.53,8.2,87,0,6321,32719,,13.23
8.55,6.074,-37.36,8.2,88,0,6324,32734,,13.24
8.50,6.064,-37.11,8.7,91,0,6333,32776,,13.22
8.48,6.054,-37.15,9.3,93,0,6336,32791,,13.21
8.46,6.050,-36.65,9.3,95,0,6339,32807,,13.22
8.43,6.050,-37.01,9.3,98,0,6345,32836,,13.19
8.41,6.055,-37.11,9.3,99,0,6348,32851,,13.18
8.38,6.065,-36.64,9.3,102,0,6354,32876,,13.18
8.34,6.074,-36.82,9.3,104,0,6360,32905,,13.16
8.28,6.078,-36.51,9.8,101,0,6369,32948,,13.15
8.24,6.071,-36.57,9.8,91,0,6378,32991,,13.13
8.22,6.054,-36.36,10.3,88,0,6381,33006,,13.13
8.14,6.036,-35.82,11.8,84,0,6396,33074,,13.13
8.08,6.015,-35.60,12.9,87,0,6408,33129,,13.04
8.06,5.990,-35.36,12.9,89,0,6411,33144,,13.09
8.01,5.967,-35.00,12.3,97,0,6420,33186,,13.07
7.98,5.938,-33.61,11.8,100,0,6426,33211,,13.12
7.95,5.904,-34.69,11.3,102,0,6432,33241,,13.06
7.90,5.868,-35.15,11.3,108,0,6441,33283,,13.07
7.87,5.830,-35.22,10.8,109,0,6447,33312,,13.05
7.84,5.793,-35.35,11.3,106,0,6453,33339,,13.05
7.82,5.755,-35.40,11.8,105,0,6456,33353,,13.03
7.79,5.716,-35.01,11.8,104,0,6462,33382,,13.06
7.77,5.677,-34.93,11.8,103,0,6465,33397,,13.05
7.74,5.640,-35.21,12.3,100,0,6471,33427,,13.03
7.71,5.605,-35.21,12.9,97,0,6477,33456,,13.02
7.69,5.571,-34.74,13.4,97,0,6480,33470,,13.02
7.66,5.534,-34.86,13.9,97,0,6486,33500,,12.99
7.58,5.498,-34.82,14.4,94,0,6501,33572,,12.96
7.53,5.457,-34.61,13.4,94,0,6510,33620,,13.01
7.51,5.416,-34.49,13.4,94,0,6513,33636,,12.99
7.48,5.378,-34.61,12.9,95,0,6519,33663,,12.99
7.45,5.343,-34.69,11.8,98,0,6525,33695,,12.98
7.43,5.311,-34.47,11.8,99,0,6528,33709,,12.97
7.40,5.283,-34.31,10.8,99,0,6534,33741,,12.98
7.35,5.258,-34.56,9.3,101,0,6543,33788,,12.95
7.33,5.232,-34.38,9.3,102,0,6546,33804,,12.94
7.27,5.209,-34.38,8.7,95,0,6558,33863,,12.92
7.24,5.185,-34.26,9.3,89,0,6564,33892,,12.89
7.21,5.157,-34.00,10.3,85,0,6570,33919,,12.92
7.18,5.128,-34.15,10.8,80,0,6576,33950,,12.88
7.12,5.099,-33.43,10.3,79,0,6588,34007,,12.88
7.11,5.068,-33.64,9.8,78,0,6591,34021,,12.90
7.08,5.040,-33.60,8.7,70,0,6597,34051,,12.87
7.06,5.016,-33.32,8.7,66,0,6600,34067,,12.86
7.05,4.994,-33.65,9.3,64,0,6603,34081,,12.86
7.03,4.976,-33.78,9.3,65,0,6606,34096,,12.84
7.00,4.960,-33.59,9.3,69,1,6612,34126,,12.84
6.97,4.947,-33.29,8.7,65,0,6618,34156,,12.83
6.93,4.936,-31.55,9.8,53,0,6627,34200,,12.84
6.90,4.928,-32.72,10.8,53,0,6633,34227,,12.79
6.89,4.925,-32.79,10.8,52,0,6636,34241,,12.83
